id_venda,data_hora,categoria,produto,quantidade,valor_unitario
18033,2017-08-17 08:35:09,Bolo de Festa,Bolo de casamento,1,108.35
18034,2019-11-25 19:59:04,Bolo Tradicional,Bolo de cenoura,3,16.22
18035,2023-01-29 17:21:30,Bebida,Chá gelado,1,4.11
18036,2023-08-08 18:16:48,Bolo Tradicional,Bolo de cenoura,2,19.03
18037,2020-11-04 14:50:50,Bolo Tradicional,Bolo de cenoura,1,22.98
18038,2018-02-09 11:28:44,Bolo de Pote,Bolo de pote brigadeiro,2,11.54
18039,2018-03-28 12:09:07,Bebida,Refrigerante,5,7.17
18040,2021-09-19 18:14:11,Bebida,Água mineral,1,4.4
18041,2017-02-12 20:28:49,Bolo Tradicional,Bolo de cenoura,1,21.61
18042,2019-08-24 15:46:16,Bolo Tradicional,Bolo de fubá,3,21.15
18043,2018-05-10 12:18:15,Bolo de Pote,Bolo de pote brigadeiro,1,9.72
18044,2022-09-13 14:35:27,Bolo de Pote,Bolo de pote prestígio,1,9.08
18045,2020-04-27 12:51:09,Bolo de Pote,Bolo de pote churros,1,9.08
18046,2017-08-07 08:58:29,Bolo Tradicional,Bolo de chocolate,1,17.83
18047,2025-05-29 13:43:39,Bebida,Café expresso,2,3.1
18048,2017-01-01 19:49:28,Bolo de Pote,Bolo de pote morango,3,14.28
18049,2021-07-24 11:12:25,Bolo de Festa,Bolo de casamento,2,116.48
18050,2017-09-10 19:19:14,Bolo de Pote,Bolo de pote chocolate,3,12.41
18051,2019-06-26 13:46:12,Bolo Tradicional,Bolo de milho,2,23.24
18052,2024-07-23 20:36:11,Bolo Tradicional,Bolo de cenoura,3,19.41
18053,2023-10-10 17:13:39,Bolo Tradicional,Bolo de milho,5,19.12
18054,2017-12-23 17:34:03,Bolo Tradicional,Bolo de laranja,1,16.18
18055,2024-09-10 21:59:22,Bolo de Pote,Bolo de pote brigadeiro,1,8.45
18056,2025-01-25 10:00:31,Bebida,Café expresso,1,4.93
18057,2018-06-23 16:43:45,Bolo Tradicional,Bolo de fubá,1,20.2
18058,2019-08-16 08:11:09,Bebida,Água mineral,1,4.02
18059,2025-06-23 15:27:59,Bolo de Pote,Bolo de pote churros,2,11.32
18060,2021-01-01 13:08:14,Bolo Tradicional,Bolo de chocolate,1,23.33
18061,2020-12-04 14:44:54,Bolo Tradicional,Bolo de cenoura,1,19.65
18062,2018-12-31 13:36:36,Bolo de Pote,Bolo de pote churros,1,13.79
18063,2020-06-24 15:07:28,Bolo de Pote,Bolo de pote chocolate,1,9.58
18064,2021-06-10 19:17:04,Bolo Tradicional,Bolo de laranja,1,16.5
18065,2023-02-05 18:17:18,Bolo de Festa,Bolo floresta negra,1,133.76
18066,2021-02-12 16:37:55,Bolo Tradicional,Bolo de chocolate,1,19.42
18067,2019-02-03 16:19:23,Bolo Tradicional,Bolo de laranja,1,20.65
18068,2019-03-27 16:29:08,Bolo de Pote,Bolo de pote morango,3,8.37
18069,2020-04-01 21:45:27,Bolo Tradicional,Bolo de chocolate,2,16.64
18070,2018-03-15 10:09:16,Bolo Tradicional,Bolo de cenoura,1,19.56
18071,2024-11-15 15:03:56,Bebida,Café expresso,2,7.78
18072,2025-03-31 08:00:02,Bolo Tradicional,Bolo de fubá,5,17.54
18073,2025-07-18 20:27:39,Bolo Tradicional,Bolo de chocolate,1,15.4
18074,2018-08-15 10:54:18,Bolo Tradicional,Bolo de chocolate,1,19.58
18075,2023-05-11 12:27:09,Bolo de Festa,Bolo de aniversário chocolate,5,107.37
18076,2019-10-10 11:38:47,Bolo de Festa,Bolo de aniversário morango,1,101.45
18077,2018-08-27 10:26:39,Bolo de Festa,Bolo de aniversário chocolate,1,101.73
18078,2021-06-02 11:50:26,Salgado,Pão de queijo,1,6.36
18079,2019-06-23 09:49:07,Bebida,Refrigerante,1,7.45
18080,2024-11-01 17:05:43,Bolo de Festa,Bolo de aniversário morango,1,108.56
18081,2023-10-25 15:51:01,Salgado,Empada,1,5.59
18082,2022-12-05 09:41:57,Bolo de Pote,Bolo de pote prestígio,1,12.76
18083,2024-02-05 10:38:43,Bolo Tradicional,Bolo de milho,3,20.66
18084,2022-07-06 16:01:12,Bolo de Festa,Bolo de aniversário chocolate,2,136.3
18085,2024-03-15 17:35:27,Bolo de Festa,Bolo de casamento,4,80.74
18086,2017-02-12 20:43:54,Bolo de Pote,Bolo de pote chocolate,1,9.02
18087,2024-11-17 17:39:21,Bolo Tradicional,Bolo de milho,1,22.29
18088,2023-12-20 16:39:09,Bolo de Pote,Bolo de pote prestígio,1,12.78
18089,2019-04-27 20:00:39,Bebida,Café expresso,1,3.79
18090,2017-11-25 17:08:16,Bolo Tradicional,Bolo de milho,1,20.78
18091,2021-01-30 09:32:54,Bolo de Pote,Bolo de pote churros,1,14.13
18092,2018-10-21 11:04:34,Bolo de Festa,Bolo floresta negra,1,94.54
18093,2023-09-15 16:29:24,Bolo de Pote,Bolo de pote morango,1,10.68
18094,2020-06-20 14:12:04,Bolo de Festa,Bolo floresta negra,4,116.06
18095,2022-01-29 20:12:22,Bolo Tradicional,Bolo de cenoura,1,18.22
18096,2017-09-08 12:20:08,Bolo Tradicional,Bolo de chocolate,2,24.8
18097,2019-02-13 19:55:48,Bolo de Pote,Bolo de pote chocolate,3,14.13
18098,2017-11-04 12:16:19,Bebida,Água mineral,1,3.99
18099,2021-07-31 18:27:39,Bolo de Pote,Bolo de pote brigadeiro,4,8.26
18100,2019-12-09 14:02:20,Bolo de Pote,Bolo de pote chocolate,3,14.49
18101,2018-02-25 19:30:11,Bolo Tradicional,Bolo de milho,1,22.69
18102,2017-02-20 15:56:36,Bolo Tradicional,Bolo de fubá,4,15.74
18103,2023-03-03 10:26:01,Bolo de Pote,Bolo de pote prestígio,3,10.63
18104,2018-10-19 11:19:18,Bolo Tradicional,Bolo de milho,1,15.32
18105,2018-10-29 13:14:00,Bolo Tradicional,Bolo de fubá,3,15.35
18106,2021-03-27 13:53:36,Bolo Tradicional,Bolo de cenoura,1,22.58
18107,2017-12-06 18:33:33,Bolo de Festa,Bolo de casamento,3,91.66
18108,2017-07-18 12:02:58,Bolo Tradicional,Bolo de fubá,2,20.72
18109,2023-05-20 15:04:27,Bolo Tradicional,Bolo de laranja,1,19.09
18110,2021-07-27 08:15:22,Bolo de Pote,Bolo de pote chocolate,2,12.56
18111,2022-03-23 09:43:06,Bolo de Festa,Bolo de aniversário morango,2,94.13
18112,2022-06-29 15:00:57,Bolo de Pote,Bolo de pote chocolate,2,8.67
18113,2025-04-25 19:25:17,Bolo de Festa,Bolo de aniversário chocolate,3,137.56
18114,2019-12-03 20:13:52,Bolo Tradicional,Bolo de fubá,2,18.41
18115,2016-11-11 09:25:47,Bolo de Festa,Bolo floresta negra,5,83.9
18116,2017-03-04 12:44:15,Bolo de Festa,Bolo de aniversário morango,2,101.37
18117,2021-01-31 12:12:24,Bolo Tradicional,Bolo de laranja,4,22.01
18118,2017-11-05 18:27:58,Salgado,Esfiha,1,7.6
18119,2018-11-30 15:36:13,Bolo Tradicional,Bolo de cenoura,1,24.76
18120,2021-05-09 09:21:45,Bolo Tradicional,Bolo de laranja,1,15.51
18121,2021-01-24 11:26:45,Salgado,Esfiha,1,5.91
18122,2022-11-12 16:00:21,Bolo Tradicional,Bolo de chocolate,5,16.36
18123,2018-11-13 09:24:31,Bolo Tradicional,Bolo de milho,1,18.9
18124,2023-02-19 10:18:52,Bolo Tradicional,Bolo de chocolate,1,15.49
18125,2018-05-26 15:47:40,Bolo de Pote,Bolo de pote prestígio,1,12.16
18126,2021-12-24 16:37:43,Bebida,Café expresso,3,7.93
18127,2023-09-08 19:14:42,Bolo Tradicional,Bolo de milho,1,24.95
18128,2022-05-30 14:09:34,Bolo de Festa,Bolo de aniversário chocolate,1,139.56
18129,2020-12-17 11:30:07,Bolo Tradicional,Bolo de cenoura,1,16.31
18130,2024-08-28 08:37:40,Bolo de Pote,Bolo de pote prestígio,1,13.85
18131,2016-10-16 08:16:27,Bebida,Água mineral,1,7.79
18132,2019-05-05 14:09:36,Bolo Tradicional,Bolo de chocolate,3,19.87
18133,2020-06-16 10:13:23,Bolo Tradicional,Bolo de chocolate,1,22.69
18134,2025-06-15 10:07:47,Salgado,Empada,5,6.02
18135,2024-10-06 12:20:40,Bolo de Festa,Bolo de aniversário chocolate,1,114.3
18136,2025-07-26 14:13:40,Bolo de Pote,Bolo de pote prestígio,1,10.87
18137,2020-09-27 18:37:42,Bolo de Festa,Bolo de aniversário chocolate,2,106.0
18138,2019-11-13 11:23:10,Bolo de Pote,Bolo de pote brigadeiro,1,9.97
18139,2020-07-18 12:07:22,Bolo de Festa,Bolo floresta negra,1,131.98
18140,2019-08-21 12:32:02,Bolo de Pote,Bolo de pote brigadeiro,1,10.35
18141,2020-11-24 13:55:38,Bolo de Festa,Bolo dois amores,2,102.92
18142,2023-03-24 20:26:54,Bolo de Pote,Bolo de pote morango,1,9.32
18143,2024-04-03 20:26:34,Bolo Tradicional,Bolo de chocolate,3,18.33
18144,2024-03-24 13:58:27,Bolo Tradicional,Bolo de fubá,1,17.83
18145,2017-03-03 15:25:29,Bolo de Festa,Bolo de aniversário morango,1,99.5
18146,2023-01-21 16:37:17,Bolo Tradicional,Bolo de chocolate,4,24.83
18147,2020-03-20 11:19:53,Bolo de Pote,Bolo de pote morango,2,10.62
18148,2021-10-28 19:59:12,Bolo Tradicional,Bolo de laranja,2,23.66
18149,2019-03-31 09:32:26,Bebida,Água mineral,3,4.23
18150,2022-10-10 08:28:01,Salgado,Coxinha,1,9.37
18151,2017-11-18 13:22:23,Salgado,Pão de queijo,2,8.65
18152,2025-03-12 17:58:38,Bolo de Festa,Bolo de aniversário morango,1,136.16
18153,2017-10-09 16:26:32,Bolo de Pote,Bolo de pote chocolate,1,11.91
18154,2018-10-28 09:49:55,Bolo de Festa,Bolo dois amores,1,125.48
18155,2020-01-08 13:18:49,Bolo de Pote,Bolo de pote chocolate,3,11.98
18156,2022-02-21 12:06:22,Salgado,Coxinha,2,7.07
18157,2025-04-08 21:56:48,Bolo de Pote,Bolo de pote churros,1,8.08
18158,2018-04-21 15:58:48,Bolo de Pote,Bolo de pote chocolate,1,11.66
18159,2019-06-04 09:11:08,Bolo de Festa,Bolo floresta negra,1,104.32
18160,2018-10-22 15:28:37,Bolo Tradicional,Bolo de cenoura,1,24.57
18161,2023-02-08 08:04:30,Bolo Tradicional,Bolo de fubá,2,22.53
18162,2023-02-12 20:50:22,Bolo de Pote,Bolo de pote chocolate,1,11.01
18163,2022-09-16 17:09:46,Bolo de Festa,Bolo de aniversário morango,2,134.66
18164,2019-01-16 12:48:31,Bolo de Festa,Bolo floresta negra,3,143.72
18165,2021-03-30 10:34:30,Bebida,Chá gelado,1,6.05
18166,2020-12-31 17:39:51,Bolo Tradicional,Bolo de milho,3,15.48
18167,2016-10-10 20:57:36,Bolo Tradicional,Bolo de milho,1,15.23
18168,2025-05-06 08:19:34,Bolo de Pote,Bolo de pote churros,1,10.87
18169,2024-10-16 14:45:14,Bolo Tradicional,Bolo de milho,1,20.68
18170,2018-11-06 11:53:47,Bolo de Pote,Bolo de pote morango,1,9.32
18171,2020-03-22 12:56:31,Bolo de Festa,Bolo de casamento,5,95.04
18172,2016-12-22 12:42:08,Bolo Tradicional,Bolo de cenoura,1,20.87
18173,2018-06-28 09:33:34,Bolo de Pote,Bolo de pote brigadeiro,2,10.21
18174,2023-08-18 20:21:27,Bolo Tradicional,Bolo de laranja,2,17.87
18175,2018-04-24 18:22:05,Bebida,Chá gelado,1,4.89
18176,2025-08-24 14:21:13,Bolo Tradicional,Bolo de chocolate,1,23.03
18177,2017-03-16 11:56:40,Bolo de Festa,Bolo floresta negra,1,131.29
18178,2022-01-02 19:10:39,Bolo de Festa,Bolo de aniversário morango,1,120.35
18179,2017-12-03 14:31:58,Bolo Tradicional,Bolo de fubá,4,22.22
18180,2018-07-07 08:03:33,Bolo de Pote,Bolo de pote prestígio,2,12.89
18181,2019-11-02 18:31:32,Bolo de Festa,Bolo floresta negra,5,124.73
18182,2017-11-12 13:53:44,Bebida,Café expresso,2,4.68
18183,2018-12-21 11:45:35,Bolo Tradicional,Bolo de milho,1,16.13
18184,2023-04-21 18:43:46,Bebida,Café expresso,1,6.82
18185,2018-11-02 09:53:39,Bolo Tradicional,Bolo de fubá,2,15.05
18186,2017-08-08 17:09:28,Bolo de Pote,Bolo de pote prestígio,1,13.13
18187,2016-10-29 21:50:24,Bebida,Café expresso,1,4.08
18188,2023-12-26 09:42:07,Bolo de Pote,Bolo de pote morango,1,9.23
18189,2018-10-07 14:19:40,Bolo Tradicional,Bolo de chocolate,1,24.74
18190,2017-07-30 19:37:14,Salgado,Empada,2,9.54
18191,2019-01-30 21:03:42,Bolo Tradicional,Bolo de milho,3,25.0
18192,2023-05-21 16:40:50,Bolo de Pote,Bolo de pote churros,1,11.33
18193,2024-10-10 17:03:40,Bolo Tradicional,Bolo de cenoura,2,21.19
18194,2021-04-20 21:12:44,Bolo Tradicional,Bolo de milho,2,15.33
18195,2023-11-14 21:01:44,Bebida,Refrigerante,1,3.29
18196,2024-09-28 12:27:58,Bolo Tradicional,Bolo de cenoura,1,22.4
18197,2024-03-21 11:32:37,Bolo Tradicional,Bolo de chocolate,3,23.12
18198,2025-06-13 12:40:46,Bolo de Festa,Bolo de casamento,1,112.18
18199,2017-03-07 09:00:29,Bolo de Festa,Bolo de casamento,1,138.05
18200,2020-01-18 21:54:16,Bolo Tradicional,Bolo de laranja,1,19.48
18201,2021-08-02 15:34:25,Bebida,Suco natural,1,3.49
18202,2020-01-22 15:19:11,Bolo de Festa,Bolo de casamento,1,141.91
18203,2018-07-14 10:22:36,Bolo de Pote,Bolo de pote chocolate,1,11.83
18204,2024-03-01 17:53:39,Bebida,Suco natural,1,7.33
18205,2020-09-17 09:22:45,Bolo Tradicional,Bolo de chocolate,1,20.74
18206,2020-05-30 08:40:36,Bebida,Chá gelado,1,4.42
18207,2021-12-03 10:09:39,Bolo de Pote,Bolo de pote prestígio,1,14.43
18208,2020-10-03 11:44:21,Bolo de Pote,Bolo de pote brigadeiro,3,10.23
18209,2022-12-26 12:13:05,Bolo de Pote,Bolo de pote chocolate,1,12.16
18210,2022-12-07 11:41:51,Bolo de Festa,Bolo de casamento,1,92.07
18211,2024-04-07 20:35:11,Bolo Tradicional,Bolo de laranja,4,24.0
18212,2022-01-22 19:59:32,Bolo Tradicional,Bolo de fubá,1,21.29
18213,2017-04-03 19:58:01,Bolo de Festa,Bolo de aniversário morango,2,127.25
18214,2022-07-25 12:20:34,Bebida,Chá gelado,2,3.29
18215,2024-03-26 19:51:05,Bolo Tradicional,Bolo de cenoura,1,21.31
18216,2021-11-07 09:17:43,Bolo de Pote,Bolo de pote churros,4,8.74
18217,2025-01-17 11:28:29,Bolo de Festa,Bolo floresta negra,1,129.42
18218,2018-03-03 15:48:10,Bolo de Pote,Bolo de pote morango,2,8.67
18219,2025-02-07 19:58:44,Bolo de Pote,Bolo de pote morango,1,14.07
18220,2024-04-12 17:05:32,Bebida,Café expresso,1,7.05
18221,2018-07-29 18:54:41,Bolo de Festa,Bolo floresta negra,5,141.56
18222,2022-03-11 11:15:13,Bolo Tradicional,Bolo de milho,2,18.42
18223,2022-06-10 10:39:52,Bebida,Café expresso,1,3.27
18224,2023-09-23 08:40:25,Bolo de Pote,Bolo de pote churros,1,13.33
18225,2021-09-18 09:49:42,Bolo de Pote,Bolo de pote chocolate,2,10.55
18226,2025-08-17 20:57:50,Bolo de Pote,Bolo de pote churros,1,9.69
18227,2023-02-26 14:10:28,Bolo Tradicional,Bolo de fubá,4,15.9
18228,2021-01-19 10:20:09,Bolo de Pote,Bolo de pote prestígio,3,14.06
18229,2020-10-05 16:37:33,Bolo Tradicional,Bolo de fubá,1,18.91
18230,2019-05-07 10:48:56,Bolo de Pote,Bolo de pote brigadeiro,2,10.49
18231,2019-04-28 15:29:31,Salgado,Empada,4,5.04
18232,2021-03-16 21:17:00,Bebida,Refrigerante,1,4.79
18233,2023-06-04 18:53:08,Bolo Tradicional,Bolo de chocolate,1,21.77
18234,2023-04-29 13:43:51,Bolo Tradicional,Bolo de laranja,1,20.07
18235,2020-09-16 11:26:57,Bolo de Pote,Bolo de pote chocolate,1,12.49
18236,2018-07-27 11:25:42,Bolo Tradicional,Bolo de cenoura,5,15.92
18237,2018-06-19 11:20:52,Bolo Tradicional,Bolo de milho,1,18.69
18238,2022-04-15 16:47:50,Bolo de Pote,Bolo de pote churros,1,8.31
18239,2023-11-27 19:12:03,Salgado,Empada,1,8.77
18240,2016-10-13 08:47:14,Bolo Tradicional,Bolo de chocolate,1,18.49
18241,2020-02-06 12:28:46,Bolo Tradicional,Bolo de milho,1,15.52
18242,2019-06-20 19:29:44,Salgado,Pão de queijo,2,6.44
18243,2023-05-09 20:10:58,Bolo Tradicional,Bolo de laranja,2,18.15
18244,2020-03-11 21:51:50,Bolo de Festa,Bolo floresta negra,1,124.72
18245,2021-01-11 12:18:46,Bolo Tradicional,Bolo de chocolate,3,24.01
18246,2020-02-03 19:57:33,Bolo de Festa,Bolo de aniversário morango,4,95.98
18247,2017-08-21 18:37:32,Bolo de Pote,Bolo de pote chocolate,1,14.45
18248,2019-04-20 13:16:05,Bebida,Refrigerante,1,7.95
18249,2024-01-29 09:44:22,Bolo Tradicional,Bolo de cenoura,1,15.99
18250,2019-06-07 10:54:41,Bebida,Chá gelado,1,7.31
18251,2017-01-30 13:48:08,Bolo Tradicional,Bolo de laranja,2,24.14
18252,2021-07-25 12:25:22,Bolo Tradicional,Bolo de cenoura,2,20.27
18253,2025-06-20 17:52:19,Bolo de Pote,Bolo de pote brigadeiro,1,12.88
18254,2019-01-18 21:33:18,Salgado,Coxinha,1,8.17
18255,2021-01-12 20:27:25,Salgado,Empada,1,9.69
18256,2017-02-02 08:22:51,Salgado,Pão de queijo,1,8.76
18257,2018-08-25 14:19:19,Bolo Tradicional,Bolo de fubá,4,24.38
18258,2022-08-29 21:27:59,Bolo Tradicional,Bolo de fubá,2,23.17
18259,2019-03-23 18:16:18,Bolo Tradicional,Bolo de chocolate,1,15.57
18260,2017-12-12 11:15:31,Bolo de Festa,Bolo de aniversário chocolate,1,95.95
18261,2024-06-01 11:32:23,Bolo de Festa,Bolo dois amores,3,108.84
18262,2020-04-12 15:23:15,Bolo Tradicional,Bolo de cenoura,1,23.45
18263,2018-08-18 20:46:22,Bolo Tradicional,Bolo de cenoura,2,23.99
18264,2017-08-13 20:12:11,Bolo Tradicional,Bolo de cenoura,1,21.47
18265,2017-11-24 14:05:43,Bolo de Festa,Bolo de aniversário morango,1,125.83
18266,2025-08-18 21:15:17,Bolo Tradicional,Bolo de cenoura,2,22.69
18267,2024-04-26 10:58:35,Bolo de Festa,Bolo de aniversário chocolate,1,99.95
18268,2020-10-22 19:48:19,Bebida,Chá gelado,1,5.17
18269,2020-04-01 12:11:55,Bolo Tradicional,Bolo de laranja,1,23.35
18270,2019-11-11 21:29:37,Salgado,Coxinha,1,9.34
18271,2021-08-05 12:32:26,Bolo Tradicional,Bolo de laranja,2,22.14
18272,2024-11-14 19:26:59,Bolo de Festa,Bolo dois amores,1,102.26
18273,2018-06-05 18:41:06,Salgado,Coxinha,2,8.17
18274,2022-07-29 10:03:32,Bebida,Água mineral,1,3.29
18275,2019-07-08 16:21:35,Bolo Tradicional,Bolo de cenoura,2,17.75
18276,2022-07-25 14:11:06,Bolo Tradicional,Bolo de chocolate,1,20.24
18277,2023-07-14 08:09:57,Bolo de Festa,Bolo de casamento,1,137.79
18278,2024-11-03 14:00:47,Bolo de Pote,Bolo de pote churros,1,13.59
18279,2020-09-24 17:38:18,Bolo de Pote,Bolo de pote prestígio,1,10.65
18280,2017-10-12 15:58:03,Bolo de Festa,Bolo floresta negra,1,104.61
18281,2019-12-25 11:19:29,Bolo Tradicional,Bolo de cenoura,1,24.31
18282,2018-07-04 19:52:36,Bebida,Chá gelado,5,5.36
18283,2023-05-07 19:09:27,Bolo Tradicional,Bolo de fubá,2,20.6
18284,2024-05-01 15:53:44,Bolo Tradicional,Bolo de cenoura,1,18.09
18285,2019-10-02 10:35:48,Bolo de Pote,Bolo de pote morango,1,9.86
18286,2025-08-07 16:21:25,Bolo Tradicional,Bolo de fubá,3,16.11
18287,2018-06-28 14:29:42,Bolo de Festa,Bolo de aniversário morango,3,81.25
18288,2025-06-06 19:08:44,Bolo de Festa,Bolo de aniversário chocolate,5,144.85
18289,2023-01-15 09:52:44,Bolo de Festa,Bolo de aniversário morango,3,101.01
18290,2021-01-04 09:35:41,Bolo de Festa,Bolo de aniversário chocolate,1,80.07
18291,2017-05-21 09:08:16,Bolo Tradicional,Bolo de chocolate,1,15.43
18292,2024-07-11 16:19:29,Bolo de Festa,Bolo de casamento,2,89.85
18293,2020-11-12 16:56:56,Bolo Tradicional,Bolo de laranja,2,15.47
18294,2021-09-02 16:31:49,Bolo Tradicional,Bolo de fubá,1,24.47
18295,2020-08-23 15:07:04,Bebida,Água mineral,1,3.49
18296,2018-03-01 16:34:49,Salgado,Pão de queijo,5,9.75
18297,2017-02-05 10:11:10,Bolo Tradicional,Bolo de chocolate,4,21.25
18298,2022-10-14 08:10:30,Bolo de Festa,Bolo floresta negra,1,138.5
18299,2024-05-16 11:33:47,Salgado,Coxinha,1,7.88
18300,2020-05-12 18:57:05,Bolo Tradicional,Bolo de chocolate,3,20.0
18301,2021-06-13 17:38:11,Bolo Tradicional,Bolo de cenoura,1,20.59
18302,2023-06-19 10:35:44,Bolo Tradicional,Bolo de cenoura,2,21.28
18303,2025-07-11 11:57:56,Bebida,Refrigerante,1,3.32
18304,2024-02-28 13:36:38,Salgado,Quibe,2,7.13
18305,2024-08-07 21:04:41,Bebida,Café expresso,1,7.35
18306,2022-07-13 11:05:24,Bolo Tradicional,Bolo de milho,3,22.29
18307,2024-10-23 12:43:14,Bolo de Pote,Bolo de pote brigadeiro,1,14.18
18308,2017-10-14 17:19:44,Bolo Tradicional,Bolo de milho,1,19.55
18309,2018-05-03 15:22:04,Bolo Tradicional,Bolo de fubá,1,16.67
18310,2022-05-12 09:42:40,Bolo de Pote,Bolo de pote morango,2,9.49
18311,2021-08-18 08:37:25,Bolo Tradicional,Bolo de cenoura,1,22.89
18312,2019-05-03 08:25:38,Bolo de Festa,Bolo de aniversário morango,2,93.76
18313,2019-01-07 10:09:00,Bebida,Água mineral,1,5.79
18314,2025-02-20 15:18:40,Bolo de Festa,Bolo de aniversário morango,3,140.16
18315,2017-06-04 21:16:10,Bolo Tradicional,Bolo de milho,1,19.59
18316,2023-01-03 19:54:55,Bolo Tradicional,Bolo de cenoura,3,22.21
18317,2023-02-13 21:34:10,Bolo Tradicional,Bolo de laranja,2,18.98
18318,2024-11-04 11:24:46,Bolo Tradicional,Bolo de milho,1,15.81
18319,2024-06-30 09:45:29,Bolo Tradicional,Bolo de fubá,1,21.23
18320,2019-06-02 10:23:30,Bolo Tradicional,Bolo de laranja,5,19.92
18321,2017-05-05 14:40:12,Bolo de Pote,Bolo de pote churros,1,8.16
18322,2017-07-20 13:52:24,Bolo Tradicional,Bolo de laranja,2,22.26
18323,2022-03-20 21:45:46,Bolo de Pote,Bolo de pote prestígio,1,13.5
18324,2020-09-26 13:24:32,Bebida,Café expresso,4,6.03
18325,2023-10-24 10:18:09,Bolo de Festa,Bolo dois amores,2,91.63
18326,2025-09-05 14:34:08,Bolo de Festa,Bolo floresta negra,4,146.33
18327,2017-08-22 10:18:16,Bolo Tradicional,Bolo de milho,3,15.61
18328,2024-02-08 14:07:54,Bolo de Festa,Bolo floresta negra,1,88.31
18329,2021-05-27 20:09:06,Bebida,Café expresso,1,5.36
18330,2020-07-04 08:28:22,Bolo Tradicional,Bolo de chocolate,1,17.91
18331,2022-01-31 14:28:44,Bolo de Festa,Bolo dois amores,1,84.33
18332,2020-12-08 09:54:36,Bolo Tradicional,Bolo de laranja,1,19.89
18333,2019-10-01 18:33:28,Bolo de Festa,Bolo de aniversário morango,1,118.89
18334,2017-04-17 13:47:33,Bolo de Festa,Bolo dois amores,3,119.45
18335,2018-06-29 11:51:07,Salgado,Quibe,1,6.22
18336,2024-09-23 20:11:56,Bolo de Pote,Bolo de pote churros,1,12.84
18337,2025-01-26 21:07:54,Bebida,Café expresso,2,5.9
18338,2023-10-12 10:40:32,Bolo de Festa,Bolo dois amores,3,96.88
18339,2024-06-09 13:50:52,Salgado,Empada,1,5.62
18340,2018-02-05 16:50:10,Bebida,Café expresso,1,4.19
18341,2019-07-16 09:58:08,Bebida,Suco natural,1,4.97
18342,2021-04-29 10:02:12,Bolo de Pote,Bolo de pote brigadeiro,1,11.72
18343,2021-01-16 09:44:21,Bebida,Suco natural,2,6.13
18344,2018-01-23 09:50:36,Bolo Tradicional,Bolo de cenoura,2,17.69
18345,2017-12-06 13:24:20,Bebida,Refrigerante,3,6.5
18346,2023-01-19 14:58:07,Bolo Tradicional,Bolo de cenoura,4,15.33
18347,2020-07-04 13:37:19,Bolo de Pote,Bolo de pote churros,4,13.81
18348,2016-10-14 17:22:52,Bolo Tradicional,Bolo de milho,1,17.62
18349,2018-08-01 13:53:27,Salgado,Pão de queijo,1,5.16
18350,2019-04-20 17:57:50,Salgado,Empada,1,8.71
18351,2025-02-24 20:46:13,Bebida,Café expresso,2,6.68
18352,2017-09-17 16:24:58,Bolo Tradicional,Bolo de laranja,4,23.93
18353,2024-04-25 21:21:10,Bolo de Festa,Bolo de aniversário chocolate,1,127.67
18354,2020-01-16 10:29:20,Bebida,Chá gelado,4,7.94
18355,2023-04-25 12:24:16,Bolo Tradicional,Bolo de fubá,1,16.65
18356,2023-07-24 12:06:23,Bolo de Pote,Bolo de pote brigadeiro,1,12.46
18357,2019-10-16 19:02:35,Bebida,Água mineral,2,5.4
18358,2017-08-18 16:58:16,Bolo Tradicional,Bolo de milho,3,23.21
18359,2023-09-19 21:25:54,Bolo Tradicional,Bolo de laranja,1,19.94
18360,2019-04-30 14:50:52,Bolo de Pote,Bolo de pote morango,1,14.71
18361,2025-03-15 12:50:03,Bolo de Pote,Bolo de pote churros,1,10.92
18362,2018-11-17 20:45:38,Bolo de Festa,Bolo de aniversário chocolate,1,143.77
18363,2021-02-24 11:40:03,Bolo Tradicional,Bolo de chocolate,1,17.67
18364,2021-06-28 15:51:05,Bolo Tradicional,Bolo de milho,1,23.06
18365,2024-06-24 12:55:53,Bolo de Festa,Bolo de aniversário chocolate,1,107.31
18366,2016-12-13 13:45:00,Bolo Tradicional,Bolo de cenoura,1,19.25
18367,2024-01-19 21:17:41,Bolo Tradicional,Bolo de cenoura,1,20.92
18368,2024-10-03 17:53:42,Bolo de Festa,Bolo floresta negra,2,109.05
18369,2021-03-05 10:27:42,Bebida,Água mineral,2,5.98
18370,2022-12-15 16:29:11,Bebida,Refrigerante,1,4.99
18371,2016-12-24 20:49:16,Bolo de Pote,Bolo de pote brigadeiro,1,9.39
18372,2024-06-19 13:30:50,Bolo Tradicional,Bolo de fubá,1,17.09
18373,2017-11-08 21:57:52,Salgado,Coxinha,1,6.42
18374,2024-02-05 21:59:09,Bebida,Refrigerante,1,5.66
18375,2019-03-22 10:53:25,Bolo de Pote,Bolo de pote brigadeiro,1,9.5
18376,2020-09-17 12:13:07,Bolo Tradicional,Bolo de fubá,1,24.59
18377,2019-05-23 17:05:59,Bolo Tradicional,Bolo de cenoura,2,18.07
18378,2022-10-26 21:55:17,Salgado,Esfiha,5,5.15
18379,2019-01-06 18:38:49,Bolo Tradicional,Bolo de chocolate,4,18.13
18380,2024-02-25 11:28:20,Bolo Tradicional,Bolo de laranja,3,17.52
18381,2022-08-29 16:55:30,Bolo de Pote,Bolo de pote prestígio,2,8.41
